Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG176494,,The customer was coughing/sick,
BKG176496,AC is not working,,
BKG176499,,,Vehicle Breakdown
BKG176501,Wrong Address,,
BKG176508,,,Vehicle Breakdown
BKG176510,,More than permitted people in there,
BKG176520,Driver asked to cancel,,
BKG176523,,More than permitted people in there,
BKG176524,,,Vehicle Breakdown
BKG176525,Driver asked to cancel,,
BKG176526,,Customer related issue,
BKG176528,,The customer was coughing/sick,
BKG176533,Wrong Address,,
BKG176534,,More than permitted people in there,
BKG176535,,,Customer Demand
BKG176538,,Personal & Car related issues,
BKG176539,,More than permitted people in there,
BKG176542,,Customer related issue,
BKG176547,,More than permitted people in there,
BKG176548,Wrong Address,,
BKG176552,,The customer was coughing/sick,
BKG176554,,The customer was coughing/sick,
BKG176555,,Customer related issue,
BKG176556,,,Customer Demand
BKG176561,,More than permitted people in there,
BKG176563,,Customer related issue,
BKG176566,,,Vehicle Breakdown
BKG176567,,More than permitted people in there,
BKG176569,,Customer related issue,
BKG176570,,More than permitted people in there,
BKG176572,,The customer was coughing/sick,
BKG176574,,The customer was coughing/sick,
BKG176575,,,Customer Demand
BKG176576,Driver is not moving towards pickup location,,
BKG176580,,Personal & Car related issues,
BKG176583,,Customer related issue,
BKG176587,,The customer was coughing/sick,
BKG176589,,More than permitted people in there,
BKG176590,,,Vehicle Breakdown
BKG176591,,,Vehicle Breakdown
BKG176593,,The customer was coughing/sick,
BKG176597,,More than permitted people in there,
BKG176598,,Customer related issue,
BKG176599,,,Customer Demand
BKG176603,,Personal & Car related issues,
BKG176604,,More than permitted people in there,
BKG176608,Driver is not moving towards pickup location,,
BKG176609,,,Vehicle Breakdown
BKG176613,Wrong Address,,
BKG176615,,,Vehicle Breakdown
BKG176618,,,Other Issue
BKG176619,,,Other Issue
BKG176620,,,Other Issue
BKG176622,,,Vehicle Breakdown
BKG176625,,,Vehicle Breakdown
BKG176627,,Personal & Car related issues,
BKG176635,,Personal & Car related issues,
BKG176641,,Customer related issue,
BKG176642,,The customer was coughing/sick,
BKG176645,,The customer was coughing/sick,
BKG176650,,Customer related issue,
BKG176654,,Personal & Car related issues,
BKG176657,,,Vehicle Breakdown
BKG176659,,,Other Issue
BKG176660,,More than permitted people in there,
BKG176662,,The customer was coughing/sick,
BKG176663,Driver asked to cancel,,
BKG176665,,,Other Issue
BKG176667,,Customer related issue,
BKG176673,,More than permitted people in there,
BKG176682,Driver asked to cancel,,
BKG176684,,,Vehicle Breakdown
BKG176686,,Customer related issue,
BKG176687,,,Other Issue
BKG176692,,Customer related issue,
BKG176696,,More than permitted people in there,
BKG176697,,,Vehicle Breakdown
BKG176698,,,Vehicle Breakdown
BKG176700,Wrong Address,,
BKG176703,,,Customer Demand
BKG176704,,The customer was coughing/sick,
BKG176705,,,Other Issue
BKG176715,Change of plans,,
BKG176718,,The customer was coughing/sick,
BKG176721,,More than permitted people in there,
BKG176723,,,Customer Demand
BKG176729,,,Customer Demand
BKG176730,Driver is not moving towards pickup location,,
BKG176733,,Personal & Car related issues,
BKG176735,Wrong Address,,
BKG176737,,More than permitted people in there,
BKG176739,,Customer related issue,
BKG176740,,,Vehicle Breakdown
BKG176742,Driver is not moving towards pickup location,,
BKG176743,,The customer was coughing/sick,
BKG176744,,More than permitted people in there,
BKG176745,,Customer related issue,
BKG176747,,Personal & Car related issues,
BKG176748,,More than permitted people in there,
BKG176750,,Personal & Car related issues,
BKG176752,,Customer related issue,
BKG176753,,,Other Issue
BKG176759,,Personal & Car related issues,
BKG176761,,The customer was coughing/sick,
BKG176762,,,Other Issue
BKG176764,,Customer related issue,
BKG176766,,Personal & Car related issues,
BKG176769,Driver is not moving towards pickup location,,
BKG176770,,The customer was coughing/sick,
BKG176774,AC is not working,,
BKG176786,,,Customer Demand
BKG176789,,More than permitted people in there,
BKG176795,,More than permitted people in there,
BKG176797,,Personal & Car related issues,
BKG176798,,Customer related issue,
BKG176799,,Personal & Car related issues,
BKG176800,AC is not working,,
BKG176801,,Personal & Car related issues,
BKG176805,,The customer was coughing/sick,
BKG176806,,Personal & Car related issues,
BKG176808,Driver asked to cancel,,
BKG176809,,Customer related issue,
BKG176813,,More than permitted people in there,
BKG176818,,,Vehicle Breakdown
BKG176820,,,Other Issue
BKG176825,,The customer was coughing/sick,
BKG176826,,,Customer Demand
BKG176827,,Personal & Car related issues,
BKG176829,,,Vehicle Breakdown
BKG176831,,Personal & Car related issues,
BKG176834,,,Other Issue
BKG176835,,Personal & Car related issues,
BKG176838,,,Vehicle Breakdown
BKG176839,,More than permitted people in there,
BKG176841,,,Vehicle Breakdown
BKG176842,,,Vehicle Breakdown
BKG176845,,Customer related issue,
BKG176847,Driver asked to cancel,,
BKG176848,Driver asked to cancel,,
BKG176849,,More than permitted people in there,
BKG176850,,Customer related issue,
BKG176852,,,Customer Demand
BKG176853,,,Customer Demand
BKG176860,,Personal & Car related issues,
BKG176861,,,Vehicle Breakdown
BKG176866,Driver asked to cancel,,
BKG176870,,,Vehicle Breakdown
BKG176873,,Customer related issue,
BKG176877,,,Vehicle Breakdown
BKG176880,,More than permitted people in there,
BKG176884,AC is not working,,
BKG176885,,The customer was coughing/sick,
BKG176886,,,Customer Demand
BKG176887,Driver is not moving towards pickup location,,
BKG176891,,,Vehicle Breakdown
BKG176894,,The customer was coughing/sick,
BKG176895,,,Customer Demand
BKG176898,AC is not working,,
BKG176900,,More than permitted people in there,
BKG176902,,,Customer Demand
BKG176903,,Customer related issue,
BKG176904,,,Other Issue
BKG176907,,Personal & Car related issues,
BKG176911,Driver is not moving towards pickup location,,
BKG176912,,,Vehicle Breakdown
BKG176914,,,Vehicle Breakdown
BKG176916,,,Vehicle Breakdown
BKG176917,,,Vehicle Breakdown
BKG176918,,,Other Issue
BKG176919,,The customer was coughing/sick,
BKG176922,,,Vehicle Breakdown
BKG176923,,Customer related issue,
BKG176925,,,Customer Demand
BKG176929,,The customer was coughing/sick,
BKG176931,Change of plans,,
BKG176938,,,Customer Demand
BKG176940,,Personal & Car related issues,
BKG176947,,Customer related issue,
BKG176955,,,Other Issue
BKG176959,,More than permitted people in there,
BKG176963,,,Vehicle Breakdown
BKG176969,,,Vehicle Breakdown
BKG176973,Wrong Address,,
BKG176974,Change of plans,,
BKG176977,,,Vehicle Breakdown
BKG176980,,The customer was coughing/sick,
BKG176981,,More than permitted people in there,
BKG176984,,,Other Issue
BKG176987,Driver is not moving towards pickup location,,
BKG176991,,Personal & Car related issues,
BKG176992,,,Vehicle Breakdown
BKG176993,,,Vehicle Breakdown
BKG176997,,,Vehicle Breakdown
BKG176998,,,Vehicle Breakdown
BKG177002,,,Vehicle Breakdown
BKG177004,,More than permitted people in there,
BKG177005,,The customer was coughing/sick,
BKG177010,,,Vehicle Breakdown
BKG177012,,,Vehicle Breakdown
BKG177014,AC is not working,,
BKG177016,,Customer related issue,
BKG177017,Driver asked to cancel,,
BKG177021,,Customer related issue,
BKG177023,Driver asked to cancel,,
BKG177026,,,Customer Demand
BKG177027,,More than permitted people in there,
BKG177029,Driver is not moving towards pickup location,,
BKG177030,,The customer was coughing/sick,
BKG177031,Change of plans,,
BKG177034,AC is not working,,
BKG177036,AC is not working,,
BKG177039,,,Vehicle Breakdown
BKG177041,Driver is not moving towards pickup location,,
BKG177042,Driver is not moving towards pickup location,,
BKG177043,,The customer was coughing/sick,
BKG177045,,,Other Issue
BKG177047,,More than permitted people in there,
BKG177048,,,Other Issue
BKG177053,,The customer was coughing/sick,
BKG177057,,Personal & Car related issues,
BKG177058,,,Other Issue
BKG177060,,,Vehicle Breakdown
BKG177063,,The customer was coughing/sick,
BKG177064,,The customer was coughing/sick,
BKG177067,,Personal & Car related issues,
BKG177071,,,Vehicle Breakdown
BKG177072,,The customer was coughing/sick,
BKG177073,,The customer was coughing/sick,
BKG177075,,More than permitted people in there,
BKG177078,,More than permitted people in there,
BKG177082,,,Customer Demand
BKG177089,,Personal & Car related issues,
BKG177091,,The customer was coughing/sick,
BKG177093,,Personal & Car related issues,
BKG177094,,,Customer Demand
BKG177095,,Personal & Car related issues,
BKG177096,Driver is not moving towards pickup location,,
BKG177097,Change of plans,,
BKG177098,Wrong Address,,
BKG177099,,Customer related issue,
BKG177104,,,Vehicle Breakdown
BKG177108,,,Vehicle Breakdown
BKG177109,,,Other Issue
BKG177112,,,Other Issue
BKG177114,Wrong Address,,
BKG177123,,,Other Issue
BKG177125,,The customer was coughing/sick,
BKG177126,Driver is not moving towards pickup location,,
BKG177129,,,Customer Demand
BKG177134,,Customer related issue,
BKG177138,,,Customer Demand
BKG177139,Change of plans,,
BKG177140,Wrong Address,,
BKG177141,,Personal & Car related issues,
BKG177145,,More than permitted people in there,
BKG177147,Driver is not moving towards pickup location,,
BKG177150,,Personal & Car related issues,
BKG177151,,The customer was coughing/sick,
BKG177152,,,Vehicle Breakdown
BKG177156,,,Customer Demand
BKG177157,,The customer was coughing/sick,
BKG177158,Change of plans,,
BKG177160,Driver asked to cancel,,
BKG177168,Driver is not moving towards pickup location,,
BKG177169,,Customer related issue,
BKG177170,,The customer was coughing/sick,
BKG177171,,Customer related issue,
BKG177172,,,Vehicle Breakdown
BKG177178,,The customer was coughing/sick,
BKG177181,,,Vehicle Breakdown
BKG177196,,Personal & Car related issues,
BKG177201,,,Customer Demand
BKG177205,,The customer was coughing/sick,
BKG177207,,,Customer Demand
BKG177209,Driver asked to cancel,,
BKG177211,,The customer was coughing/sick,
BKG177215,,Customer related issue,
BKG177218,,,Customer Demand
BKG177222,,,Other Issue
BKG177223,,,Other Issue
BKG177225,,,Vehicle Breakdown
BKG177228,,,Vehicle Breakdown
BKG177245,,Personal & Car related issues,
BKG177247,Change of plans,,
BKG177250,Wrong Address,,
BKG177254,,The customer was coughing/sick,
BKG177255,,More than permitted people in there,
BKG177260,,Customer related issue,
BKG177262,,Customer related issue,
BKG177265,Driver asked to cancel,,
BKG177266,,,Customer Demand
BKG177270,,,Vehicle Breakdown
BKG177273,,,Other Issue
BKG177274,,More than permitted people in there,
BKG177276,,Customer related issue,
BKG177277,,Personal & Car related issues,
BKG177279,,Personal & Car related issues,
BKG177281,Change of plans,,
BKG177286,,,Other Issue
BKG177292,,,Customer Demand
BKG177293,,More than permitted people in there,
BKG177297,,,Vehicle Breakdown
BKG177299,,,Other Issue
BKG177300,,,Other Issue
BKG177302,,More than permitted people in there,
BKG177303,,,Customer Demand
BKG177304,Driver is not moving towards pickup location,,
BKG177305,,Customer related issue,
BKG177307,,Personal & Car related issues,
BKG177308,,,Customer Demand
BKG177311,Wrong Address,,
BKG177313,Driver asked to cancel,,
BKG177318,,,Customer Demand
BKG177321,AC is not working,,
BKG177322,,The customer was coughing/sick,
BKG177323,Wrong Address,,
BKG177330,,,Customer Demand
BKG177332,,Personal & Car related issues,
BKG177339,,,Customer Demand
BKG177340,,,Other Issue
BKG177341,,The customer was coughing/sick,
BKG177342,,,Customer Demand
BKG177345,,Customer related issue,
BKG177349,,The customer was coughing/sick,
BKG177355,,Personal & Car related issues,
BKG177358,,,Vehicle Breakdown
BKG177363,Change of plans,,
BKG177364,,,Customer Demand
BKG177365,,Customer related issue,
BKG177368,,More than permitted people in there,
BKG177369,Driver asked to cancel,,
BKG177375,,More than permitted people in there,
BKG177378,,,Vehicle Breakdown
BKG177384,Change of plans,,
BKG177387,Change of plans,,
BKG177392,,Customer related issue,
BKG177396,,,Other Issue
BKG177398,,More than permitted people in there,
BKG177404,Driver asked to cancel,,
BKG177405,Wrong Address,,
BKG177407,Driver asked to cancel,,
BKG177410,Driver asked to cancel,,
BKG177411,,The customer was coughing/sick,
BKG177412,,The customer was coughing/sick,
BKG177415,,,Vehicle Breakdown
BKG177416,,Customer related issue,
BKG177417,AC is not working,,
BKG177418,,Customer related issue,
BKG177419,,The customer was coughing/sick,
BKG177426,,Personal & Car related issues,
BKG177428,AC is not working,,
BKG177429,,The customer was coughing/sick,
BKG177430,Change of plans,,
BKG177431,Wrong Address,,
BKG177432,,The customer was coughing/sick,
BKG177440,,,Vehicle Breakdown
BKG177441,AC is not working,,
BKG177443,,The customer was coughing/sick,
BKG177445,Driver is not moving towards pickup location,,
BKG177446,Driver is not moving towards pickup location,,
BKG177448,Driver asked to cancel,,
BKG177449,,Personal & Car related issues,
BKG177453,Driver is not moving towards pickup location,,
BKG177457,,,Vehicle Breakdown
BKG177460,,,Customer Demand
BKG177461,,More than permitted people in there,
BKG177463,,,Other Issue
BKG177465,,Customer related issue,
BKG177466,,More than permitted people in there,
BKG177471,,More than permitted people in there,
BKG177472,Change of plans,,
BKG177476,,More than permitted people in there,
BKG177477,,,Other Issue
BKG177485,Driver is not moving towards pickup location,,
BKG177487,,,Vehicle Breakdown
BKG177492,,More than permitted people in there,
BKG177496,,,Other Issue
BKG177499,,,Customer Demand
BKG177506,,Customer related issue,
BKG177507,Change of plans,,
BKG177511,,Customer related issue,
BKG177513,,Customer related issue,
BKG177514,,Personal & Car related issues,
BKG177515,Change of plans,,
BKG177516,,Customer related issue,
BKG177521,,More than permitted people in there,
BKG177525,,,Customer Demand
BKG177526,,,Customer Demand
BKG177528,,,Customer Demand
BKG177531,,Customer related issue,
BKG177532,,Personal & Car related issues,
BKG177534,,More than permitted people in there,
BKG177535,,,Customer Demand
BKG177536,Wrong Address,,
BKG177537,,The customer was coughing/sick,
BKG177542,,The customer was coughing/sick,
BKG177543,,The customer was coughing/sick,
BKG177546,Driver asked to cancel,,
BKG177548,Change of plans,,
BKG177549,,,Customer Demand
BKG177550,,Customer related issue,
BKG177553,,,Customer Demand
BKG177557,,Personal & Car related issues,
BKG177558,,Customer related issue,
BKG177562,Driver asked to cancel,,
BKG177567,Driver asked to cancel,,
BKG177568,,Personal & Car related issues,
BKG177569,,More than permitted people in there,
BKG177570,,,Vehicle Breakdown
BKG177574,,More than permitted people in there,
BKG177575,,Personal & Car related issues,
BKG177580,,,Vehicle Breakdown
BKG177582,,Personal & Car related issues,
BKG177583,Driver is not moving towards pickup location,,
BKG177584,,,Other Issue
BKG177585,,Personal & Car related issues,
BKG177591,Driver is not moving towards pickup location,,
BKG177593,,,Customer Demand
BKG177594,,Personal & Car related issues,
BKG177595,,Personal & Car related issues,
BKG177596,,The customer was coughing/sick,
BKG177598,,Customer related issue,
BKG177599,,,Other Issue
BKG177601,,The customer was coughing/sick,
BKG177602,,More than permitted people in there,
BKG177603,Change of plans,,
BKG177605,,,Customer Demand
BKG177606,,,Customer Demand
BKG177608,,Personal & Car related issues,
BKG177610,,,Vehicle Breakdown
BKG177623,Wrong Address,,
BKG177635,,,Other Issue
BKG177637,AC is not working,,
BKG177638,AC is not working,,
BKG177640,Change of plans,,
BKG177642,,,Customer Demand
BKG177643,,,Other Issue
BKG177646,,More than permitted people in there,
BKG177648,,Customer related issue,
BKG177651,,,Other Issue
BKG177655,,,Vehicle Breakdown
BKG177658,,The customer was coughing/sick,
BKG177659,Driver asked to cancel,,
BKG177661,,,Other Issue
BKG177662,,,Vehicle Breakdown
BKG177669,,More than permitted people in there,
BKG177675,,More than permitted people in there,
BKG177677,,More than permitted people in there,
BKG177679,,,Vehicle Breakdown
BKG177680,,Personal & Car related issues,
BKG177683,,,Vehicle Breakdown
BKG177685,,Customer related issue,
BKG177686,Driver is not moving towards pickup location,,
BKG177688,,Customer related issue,
BKG177690,,,Other Issue
BKG177691,,More than permitted people in there,
BKG177692,,More than permitted people in there,
BKG177693,Driver asked to cancel,,
BKG177695,,The customer was coughing/sick,
BKG177696,,,Vehicle Breakdown
BKG177699,,The customer was coughing/sick,
BKG177701,,,Customer Demand
BKG177706,,Personal & Car related issues,
BKG177707,,Personal & Car related issues,
BKG177710,,Personal & Car related issues,
BKG177711,,Customer related issue,
BKG177715,,,Vehicle Breakdown
BKG177716,,The customer was coughing/sick,
BKG177720,Change of plans,,
BKG177721,,,Customer Demand
BKG177722,Change of plans,,
BKG177723,Wrong Address,,
BKG177725,,,Other Issue
BKG177731,,,Other Issue
BKG177736,,,Other Issue
BKG177741,,,Vehicle Breakdown
BKG177742,,Personal & Car related issues,
BKG177743,,,Other Issue
BKG177745,,Personal & Car related issues,
BKG177746,,,Vehicle Breakdown
BKG177749,,Customer related issue,
BKG177751,,The customer was coughing/sick,
BKG177754,,More than permitted people in there,
BKG177755,,,Other Issue
BKG177756,,Customer related issue,
BKG177757,,The customer was coughing/sick,
BKG177764,,,Other Issue
BKG177766,,The customer was coughing/sick,
BKG177769,,,Other Issue
BKG177770,,The customer was coughing/sick,
BKG177772,,Customer related issue,
BKG177775,Driver asked to cancel,,
BKG177778,,Personal & Car related issues,
BKG177789,,,Vehicle Breakdown
BKG177796,Change of plans,,
BKG177798,,,Other Issue
BKG177801,,Customer related issue,
BKG177802,,Personal & Car related issues,
BKG177806,,More than permitted people in there,
BKG177809,,,Vehicle Breakdown
BKG177811,,Personal & Car related issues,
BKG177815,,Customer related issue,
BKG177828,Driver is not moving towards pickup location,,
BKG177830,,Customer related issue,
BKG177832,Wrong Address,,
BKG177834,,,Customer Demand
BKG177835,,Personal & Car related issues,
BKG177837,,Customer related issue,
BKG177838,,,Vehicle Breakdown
BKG177840,,The customer was coughing/sick,
BKG177845,,,Vehicle Breakdown
BKG177849,,,Other Issue
BKG177853,,More than permitted people in there,
BKG177854,,Customer related issue,
BKG177857,,,Other Issue
BKG177867,,,Other Issue
BKG177870,,More than permitted people in there,
BKG177876,,More than permitted people in there,
BKG177882,Driver asked to cancel,,
BKG177883,,,Vehicle Breakdown
BKG177886,,,Other Issue
BKG177887,,Customer related issue,
BKG177891,,The customer was coughing/sick,
BKG177894,,,Other Issue
BKG177895,,Customer related issue,
BKG177899,,The customer was coughing/sick,
BKG177900,,,Customer Demand
BKG177901,,,Customer Demand
BKG177905,,Customer related issue,
BKG177908,,Personal & Car related issues,
BKG177911,Driver is not moving towards pickup location,,
BKG177912,,More than permitted people in there,
BKG177914,Wrong Address,,
BKG177921,,,Vehicle Breakdown
BKG177922,,,Vehicle Breakdown
BKG177925,,,Vehicle Breakdown
BKG177926,,Personal & Car related issues,
BKG177930,,,Customer Demand
BKG177935,,Customer related issue,
BKG177936,,,Vehicle Breakdown
BKG177937,,The customer was coughing/sick,
BKG177939,Change of plans,,
BKG177943,,,Vehicle Breakdown
BKG177944,Driver is not moving towards pickup location,,
BKG177946,,More than permitted people in there,
BKG177949,,Personal & Car related issues,
BKG177953,,Personal & Car related issues,
BKG177957,,,Vehicle Breakdown
BKG177960,,Customer related issue,
BKG177961,,Customer related issue,
BKG177965,Driver is not moving towards pickup location,,
BKG177966,,,Other Issue
BKG177968,,The customer was coughing/sick,
BKG177969,,,Other Issue
BKG177971,,More than permitted people in there,
BKG177972,,The customer was coughing/sick,
BKG177978,,More than permitted people in there,
BKG177979,,,Customer Demand
BKG177985,,,Vehicle Breakdown
BKG177986,,Customer related issue,
BKG177987,,The customer was coughing/sick,
BKG177992,Wrong Address,,
BKG177997,,Customer related issue,
BKG177998,,More than permitted people in there,
BKG177999,,,Vehicle Breakdown
BKG178001,,,Other Issue
BKG178003,,,Vehicle Breakdown
BKG178006,,More than permitted people in there,
BKG178022,,,Vehicle Breakdown
BKG178029,,The customer was coughing/sick,
BKG178035,,Personal & Car related issues,
BKG178041,,More than permitted people in there,
BKG178042,,The customer was coughing/sick,
BKG178050,,,Vehicle Breakdown
BKG178052,,Customer related issue,
BKG178056,,More than permitted people in there,
BKG178058,,Customer related issue,
BKG178061,Driver asked to cancel,,
BKG178063,Driver asked to cancel,,
BKG178071,,Customer related issue,
BKG178074,,,Other Issue
BKG178075,,Personal & Car related issues,
BKG178077,,Customer related issue,
BKG178079,,More than permitted people in there,
BKG178080,,The customer was coughing/sick,
BKG178083,AC is not working,,
BKG178085,,,Vehicle Breakdown
BKG178086,AC is not working,,
BKG178087,,,Customer Demand
BKG178089,,Personal & Car related issues,
BKG178090,,More than permitted people in there,
BKG178092,,Personal & Car related issues,
BKG178095,,,Vehicle Breakdown
BKG178097,Wrong Address,,
BKG178099,,The customer was coughing/sick,
BKG178100,,More than permitted people in there,
BKG178103,,Customer related issue,
BKG178106,,Personal & Car related issues,
BKG178107,,,Vehicle Breakdown
BKG178109,,,Vehicle Breakdown
BKG178114,,Customer related issue,
BKG178115,,,Other Issue
BKG178116,,,Customer Demand
BKG178117,,The customer was coughing/sick,
BKG178119,,More than permitted people in there,
BKG178120,,The customer was coughing/sick,
BKG178121,,The customer was coughing/sick,
BKG178127,,The customer was coughing/sick,
BKG178128,,Personal & Car related issues,
BKG178129,Driver asked to cancel,,
BKG178133,,,Other Issue
BKG178135,,Personal & Car related issues,
BKG178137,,Customer related issue,
BKG178141,AC is not working,,
BKG178146,,Customer related issue,
BKG178148,,More than permitted people in there,
BKG178149,,,Other Issue
BKG178153,,More than permitted people in there,
BKG178156,Driver is not moving towards pickup location,,
BKG178158,Driver asked to cancel,,
BKG178159,,,Vehicle Breakdown
BKG178165,,,Other Issue
BKG178171,,Personal & Car related issues,
BKG178172,,The customer was coughing/sick,
BKG178173,Driver asked to cancel,,
BKG178174,,The customer was coughing/sick,
BKG178175,,The customer was coughing/sick,
BKG178177,,,Vehicle Breakdown
BKG178178,,,Customer Demand
BKG178181,Driver asked to cancel,,
BKG178182,,Customer related issue,
BKG178186,,Customer related issue,
BKG178201,,The customer was coughing/sick,
BKG178203,,Customer related issue,
BKG178207,,More than permitted people in there,
BKG178209,,The customer was coughing/sick,
BKG178210,Driver is not moving towards pickup location,,
BKG178211,,,Other Issue
BKG178212,,Customer related issue,
BKG178214,Change of plans,,
BKG178216,,The customer was coughing/sick,
BKG178222,,Personal & Car related issues,
BKG178224,,The customer was coughing/sick,
BKG178227,,Customer related issue,
BKG178228,,More than permitted people in there,
BKG178231,,Personal & Car related issues,
BKG178233,Change of plans,,
BKG178234,,Personal & Car related issues,
BKG178245,,Customer related issue,
BKG178246,,Customer related issue,
BKG178256,Driver asked to cancel,,
BKG178258,Driver asked to cancel,,
BKG178262,,,Other Issue
BKG178264,Change of plans,,
BKG178268,,The customer was coughing/sick,
BKG178271,,Customer related issue,
BKG178274,Change of plans,,
BKG178275,,,Other Issue
BKG178276,AC is not working,,
BKG178277,,,Customer Demand
BKG178283,,,Customer Demand
BKG178284,,Customer related issue,
BKG178286,,Personal & Car related issues,
BKG178288,,,Vehicle Breakdown
BKG178290,Driver is not moving towards pickup location,,
BKG178292,,The customer was coughing/sick,
BKG178294,Driver asked to cancel,,
BKG178295,,,Customer Demand
BKG178305,Driver asked to cancel,,
BKG178310,,,Other Issue
BKG178314,,Customer related issue,
BKG178315,,Personal & Car related issues,
BKG178321,,Personal & Car related issues,
BKG178323,,Personal & Car related issues,
BKG178324,,Personal & Car related issues,
BKG178325,,More than permitted people in there,
BKG178335,,,Customer Demand
BKG178337,,,Vehicle Breakdown
BKG178338,,,Customer Demand
BKG178343,,More than permitted people in there,
BKG178348,,,Other Issue
BKG178350,,,Customer Demand
BKG178351,,,Vehicle Breakdown
BKG178353,,Customer related issue,
BKG178357,AC is not working,,
BKG178359,,,Customer Demand
BKG178360,,Customer related issue,
BKG178361,Driver is not moving towards pickup location,,
BKG178363,,,Customer Demand
BKG178365,,Customer related issue,
BKG178366,Driver is not moving towards pickup location,,
BKG178368,,Customer related issue,
BKG178369,,,Vehicle Breakdown
BKG178370,,The customer was coughing/sick,
BKG178373,,,Vehicle Breakdown
BKG178374,,More than permitted people in there,
BKG178378,,The customer was coughing/sick,
BKG178381,,Personal & Car related issues,
BKG178384,Driver asked to cancel,,
BKG178387,,More than permitted people in there,
BKG178390,,Customer related issue,
BKG178391,,,Vehicle Breakdown
BKG178398,,The customer was coughing/sick,
BKG178399,Driver is not moving towards pickup location,,
BKG178405,,Customer related issue,
BKG178408,,Customer related issue,
BKG178409,,,Other Issue
BKG178410,,Personal & Car related issues,
BKG178420,,,Customer Demand
BKG178427,AC is not working,,
BKG178433,,,Other Issue
BKG178437,,More than permitted people in there,
BKG178438,,,Other Issue
BKG178439,,,Customer Demand
BKG178441,Wrong Address,,
BKG178445,,Personal & Car related issues,
BKG178446,,Personal & Car related issues,
BKG178447,,Personal & Car related issues,
BKG178448,,,Vehicle Breakdown
BKG178449,,More than permitted people in there,
BKG178452,,Personal & Car related issues,
BKG178453,,,Other Issue
BKG178455,Change of plans,,
BKG178456,,Customer related issue,
BKG178461,,,Other Issue
BKG178462,,,Customer Demand
BKG178463,Wrong Address,,
BKG178464,,Customer related issue,
BKG178465,,Personal & Car related issues,
BKG178467,Change of plans,,
BKG178468,,Personal & Car related issues,
BKG178470,,,Customer Demand
BKG178472,,Customer related issue,
BKG178473,,,Other Issue
BKG178474,,,Customer Demand
BKG178475,,The customer was coughing/sick,
BKG178478,,,Vehicle Breakdown
BKG178482,,More than permitted people in there,
BKG178484,,The customer was coughing/sick,
BKG178488,,Customer related issue,
BKG178489,Driver asked to cancel,,
BKG178491,,The customer was coughing/sick,
BKG178492,,More than permitted people in there,
BKG178495,,,Customer Demand
BKG178500,Wrong Address,,
BKG178502,Driver is not moving towards pickup location,,
BKG178508,,Customer related issue,
BKG178509,,,Customer Demand
BKG178512,,,Customer Demand
BKG178516,,Personal & Car related issues,
BKG178521,,Personal & Car related issues,
BKG178523,,,Vehicle Breakdown
BKG178527,,The customer was coughing/sick,
BKG178530,,Customer related issue,
BKG178533,,Customer related issue,
BKG178535,,Personal & Car related issues,
BKG178536,,,Other Issue
BKG178541,Wrong Address,,
BKG178546,,,Customer Demand
BKG178547,,,Vehicle Breakdown
BKG178553,,,Other Issue
BKG178558,,,Customer Demand
BKG178560,,,Vehicle Breakdown
BKG178565,,,Vehicle Breakdown
BKG178574,,More than permitted people in there,
BKG178578,,,Customer Demand
BKG178580,,,Customer Demand
BKG178583,,,Other Issue
BKG178586,,,Other Issue
BKG178587,,More than permitted people in there,
BKG178590,,,Customer Demand
BKG178595,,Personal & Car related issues,
BKG178597,,Customer related issue,
BKG178599,,,Vehicle Breakdown
BKG178600,Change of plans,,
BKG178601,,Personal & Car related issues,
BKG178603,AC is not working,,
BKG178605,,More than permitted people in there,
BKG178606,,,Customer Demand
BKG178607,,The customer was coughing/sick,
BKG178608,,More than permitted people in there,
BKG178610,,Customer related issue,
BKG178611,,Customer related issue,
BKG178618,,Customer related issue,
BKG178619,,Customer related issue,
BKG178621,,More than permitted people in there,
BKG178623,,More than permitted people in there,
BKG178625,,,Vehicle Breakdown
BKG178627,,The customer was coughing/sick,
BKG178633,,Personal & Car related issues,
BKG178638,,,Vehicle Breakdown
BKG178640,,Customer related issue,
BKG178641,,Personal & Car related issues,
BKG178642,,Customer related issue,
BKG178644,,The customer was coughing/sick,
BKG178647,AC is not working,,
BKG178652,,,Customer Demand
BKG178656,,The customer was coughing/sick,
BKG178657,,,Customer Demand
BKG178658,,,Customer Demand
BKG178659,Wrong Address,,
BKG178660,,,Vehicle Breakdown
BKG178661,Driver is not moving towards pickup location,,
BKG178662,Wrong Address,,
BKG178667,,,Other Issue
BKG178676,,,Vehicle Breakdown
BKG178678,,More than permitted people in there,
BKG178682,,Personal & Car related issues,
BKG178684,,Personal & Car related issues,
BKG178687,,,Vehicle Breakdown
BKG178689,,,Vehicle Breakdown
BKG178690,,Customer related issue,
BKG178691,,The customer was coughing/sick,
BKG178695,,More than permitted people in there,
BKG178696,Wrong Address,,
BKG178700,,Personal & Car related issues,
BKG178701,,Personal & Car related issues,
BKG178703,,The customer was coughing/sick,
BKG178705,,,Vehicle Breakdown
BKG178706,,,Customer Demand
BKG178715,,Personal & Car related issues,
BKG178717,,,Vehicle Breakdown
BKG178720,,More than permitted people in there,
BKG178729,,Personal & Car related issues,
BKG178731,,Customer related issue,
BKG178735,,The customer was coughing/sick,
